OBJECTNAME;LON;LAT;RB;DTF;COV;REGION
878a9270dffffff;-52.04717254638672;-2.820893049240112;337.168;8.474078125;2G;878a9270dffffff
878b80cf5ffffff;-56.114131927490234;-12.333523750305176;48.568;9.96770703125;2G;878b80cf5ffffff
87a80c451ffffff;-51.46292495727539;-22.71417999267578;2.471;9.855193359375;2G;87a80c451ffffff
87803384cffffff;-40.33056640625;-6.05502986907959;365.698;8.3615185546875;2G;87803384cffffff
87a801c15ffffff;-50.46930694580078;-23.782569885253903;65.951;9.49125390625;2G;87a801c15ffffff
87a823894ffffff;-50.8184928894043;-25.825420379638672;107.233;7.71824853515625;2G;87a823894ffffff
878188680ffffff;-36.62743377685547;-5.873857021331787;489.293;9.782912109375;2G;878188680ffffff
878af6a82ffffff;-60.08345413208008;-2.83095645904541;132.783;8.6626796875;2G;878af6a82ffffff
87a823640ffffff;-50.85454559326172;-25.083620071411133;149.324;8.3407978515625;2G;87a823640ffffff
878baacabffffff;-57.99105453491211;-12.204075813293455;390.259;8.93384375;2G;878baacabffffff
878af0952ffffff;-60.94372558593751;-2.708138227462769;534.617;9.1922587890625;2G;878af0952ffffff
87a80dd94ffffff;-52.32011795043945;-22.678627014160156;296.213;6.885171386718749;2G;87a80dd94ffffff
87a805d28ffffff;-50.61754608154297;-24.96533966064453;595.438;7.1804990234375;2G;87a805d28ffffff
878048661ffffff;-51.00385665893555;2.53602933883667;2.923;7.7821318359375;2G;878048661ffffff
87a800cd9ffffff;-49.48652267456055;-24.158287048339844;164.713;5.13486181640625;2G;87a800cd9ffffff
87a805109ffffff;-50.89971923828125;-24.587026596069336;47.617;8.9726015625;2G;87a805109ffffff
87a801180ffffff;-50.65096664428711;-23.545717239379883;41.673;5.9153896484375;2G;87a801180ffffff
87a833b23ffffff;-48.207725524902344;-25.43964958190918;14.364;8.9803134765625;2G;87a833b23ffffff
87813404cffffff;-40.357547760009766;-16.1052303314209;85.813;8.71108984375;2G;87813404cffffff
878b9d502ffffff;-55.88128280639648;-9.93256950378418;24.476;6.715363281249999;2G;878b9d502ffffff
87a596ca9ffffff;-39.49284362792969;-16.539609909057617;442.045;8.6998349609375;2G;87a596ca9ffffff
87a821588ffffff;-51.37286376953125;-25.94706153869629;87.547;8.127941406249999;2G;87a821588ffffff
87a82b089ffffff;-52.756534576416016;-23.176651000976562;81.944;8.936251953125;2G;87a82b089ffffff
87a801cc0ffffff;-50.50617980957031;-23.630802154541016;1173.67;9.70362109375;2G;87a801cc0ffffff
87a82ac9cffffff;-51.38880920410156;-24.12736701965332;161.938;9.628171875;2G;87a82ac9cffffff
87a82a5b3ffffff;-51.21460723876953;-23.971511840820312;199.128;5.01387060546875;2G;87a82a5b3ffffff
8781625abffffff;-48.83650970458984;-10.787543296813965;59.144;9.0226435546875;2G;8781625abffffff
87a82aaa8ffffff;-52.1984977722168;-23.88210678100586;224.27;7.452396484375;2G;87a82aaa8ffffff
878af095bffffff;-60.997276306152344;-2.649163484573364;121.137;7.0797929687500005;2G;878af095bffffff
87804866effffff;-51.00311279296875;2.559486865997314;5.517;9.4239296875;2G;87804866effffff
878b81023ffffff;-57.371376037597656;-11.49577808380127;200.408;5.90357568359375;2G;878b81023ffffff
87a870790ffffff;-54.46208953857422;-21.792249679565433;282.281;8.5380517578125;2G;87a870790ffffff
87a801650ffffff;-50.71612930297851;-23.005918502807617;12.691;9.346517578125;2G;87a801650ffffff
87a870630ffffff;-54.6250114440918;-21.75541877746582;58.242;9.840115234375;2G;87a870630ffffff
87a89b335ffffff;-41.49675750732422;-16.65641975402832;208.939;9.4802255859375;2G;87a89b335ffffff
87a82525affffff;-52.34236145019531;-26.491344451904297;68.454;8.40588671875;2G;87a82525affffff
87a828882ffffff;-52.87536621093751;-24.612905502319336;121.345;7.39561474609375;2G;87a828882ffffff
878180370ffffff;-35.30463790893555;-8.525664329528809;1172.742;6.0962255859375;2G;878180370ffffff
878af6061ffffff;-60.00690841674805;-2.810791015625;13.458;9.551783203125;2G;878af6061ffffff
87a82822bffffff;-53.226112365722656;-23.99340057373047;46.438;8.6500986328125;2G;87a82822bffffff
87a80188dffffff;-50.86827087402344;-23.72156524658203;37.379;4.20514990234375;2G;87a80188dffffff
87a881672ffffff;-43.312103271484375;-19.626958847045895;32.231;9.0257431640625;2G;87a881672ffffff
87a828c96ffffff;-52.37256622314453;-24.59410285949707;221.639;9.2197978515625;2G;87a828c96ffffff
87a971ce9ffffff;-55.9128303527832;-28.630207061767575;9.545;7.44635302734375;2G;87a971ce9ffffff
87a82b0f1ffffff;-52.819278717041016;-23.181915283203125;25.041;9.341806640625;2G;87a82b0f1ffffff
87a80491cffffff;-49.960227966308594;-25.556381225585937;248.7;6.76784375;2G;87a80491cffffff
87a82e348ffffff;-52.352901458740234;-24.62723159790039;145.087;8.3811103515625;2G;87a82e348ffffff
87a82bcd4ffffff;-52.49711990356445;-23.485960006713867;5.326;5.90337841796875;2G;87a82bcd4ffffff
87814ad2affffff;-49.980133056640625;-6.00693941116333;869.883;9.8597607421875;2G;87814ad2affffff
87814216bffffff;-48.46397018432618;-7.970428466796875;357.931;8.9721123046875;2G;87814216bffffff
87a952b2affffff;-53.45417404174805;-26.52055549621582;374.088;9.231587890625;2G;87a952b2affffff
87a97530effffff;-56.454959869384766;-29.215499877929688;15.05;8.6690126953125;2G;87a97530effffff
87a828ca4ffffff;-52.47978973388672;-24.658189773559567;221.019;9.0699931640625;2G;87a828ca4ffffff
87a823896ffffff;-50.79699707031249;-25.816715240478516;76.913;8.8619951171875;2G;87a823896ffffff
87a8288dbffffff;-53.015594482421875;-24.464195251464844;14.779;9.20442578125;2G;87a8288dbffffff
