OBJECTNAME;LON;LAT;RB;DTF;COV;REGION;POC;POCLON;POCLAT
857a7263fffffff;40.96177;0.6154;669.9;23.85448474;2G;857a7263fffffff;857a7277fffffff;40.88271;0.48485
857a7267fffffff;40.80461;0.62381;743.4;29.57238796;2G;857a7267fffffff;857a7277fffffff;40.88271;0.48485
857a726ffffffff;40.88371;0.7542;1993.2;39.85783328;2G;857a726ffffffff;857a7277fffffff;40.88271;0.48485
857a72a7fffffff;40.56514;-0.03959;616.5;28.32638068;2G;857a72a7fffffff;857a73d3fffffff;40.40711;-0.0315
857a72abfffffff;40.80241;0.08371;882.6;38.64959249;2G;857a72abfffffff;857a723bfffffff;40.80351;0.35407
857a72b7fffffff;40.64344;-0.17927;976.8;42.36261639;2G;857a72b7fffffff;857a73d3fffffff;40.40711;-0.0315
857a72bbfffffff;40.88069;-0.05574;782.4;50.99240315;2G;857a72bbfffffff;857a720ffffffff;40.96085;0.3458
857a7303fffffff;39.93415;0.26423;749.4;50.581085890000004;2G;857a7303fffffff;857a73c7fffffff;40.17067;0.11634
857a7307fffffff;39.77565;0.27248;2775;66.51108404;2G;857a7307fffffff;857a73c7fffffff;40.17067;0.11634
857a730bfffffff;40.01434;0.39554;1243.2;53.65198722;2G;857a730bfffffff;857a73c7fffffff;40.17067;0.11634
857a730ffffffff;39.85601;0.40385;1097.7;66.73890129;2G;857a730ffffffff;857a73c7fffffff;40.17067;0.11634
857a7313fffffff;40.01233;0.12452;1530.3;35.914060879999994;2G;857a7313fffffff;857a73c7fffffff;40.17067;0.11634
857a731bfffffff;40.09248;0.25599;2046.6;36.30295678;2G;857a731bfffffff;857a73c7fffffff;40.17067;0.11634
857a7327fffffff;39.38012;0.42881;3124.8;65.79177566;2G;857a7327fffffff;857a558ffffffff;39.38556;0.96991
857a732bfffffff;39.61946;0.55175;1478.7;53.570017140000004;2G;857a732bfffffff;857a558bfffffff;39.54398;0.96135
857a732ffffffff;39.46085;0.56013;3216.9;50.38001911;2G;857a732ffffffff;857a558bfffffff;39.54398;0.96135
857a7337fffffff;39.45821;0.289;1971.9;80.34143262;2G;857a7337fffffff;857a558bfffffff;39.54398;0.96135
857a733bfffffff;39.69753;0.41216;1898.1;70.96078279;2G;857a733bfffffff;857a73c7fffffff;40.17067;0.11634
857a7343fffffff;40.25238;0.51826;1601.7;55.78271748;2G;857a7343fffffff;857a73c7fffffff;40.17067;0.11634
857a7347fffffff;40.09439;0.52663;627;61.46074623;2G;857a7347fffffff;857a73c7fffffff;40.17067;0.11634
857a734bfffffff;40.33213;0.64907;1120.2;69.79749197;2G;857a734bfffffff;857a73c3fffffff;40.32886;0.10817
857a734ffffffff;40.17432;0.65749;885.9;72.47229235;2G;857a734ffffffff;857a73c7fffffff;40.17067;0.11634
857a7357fffffff;40.1725;0.38723;2397.9;43.88800346;2G;857a7357fffffff;857a73c7fffffff;40.17067;0.11634
857a7367fffffff;39.6999;0.6828;4149.6;44.19144038;2G;857a7367fffffff;857a558bfffffff;39.54398;0.96135
857a736bfffffff;39.93833;0.80513;1167.6;56.07994241;2G;857a736bfffffff;857a558bfffffff;39.54398;0.96135
857a736ffffffff;39.7802;0.81362;639.9;40.19874575;2G;857a736ffffffff;857a558bfffffff;39.54398;0.96135
857a7377fffffff;39.77793;0.54337;1820.4;61.84612136;2G;857a7377fffffff;857a558bfffffff;39.54398;0.96135
857a737bfffffff;40.01633;0.66593;1281;71.12570437000001;2G;857a737bfffffff;857a558bfffffff;39.54398;0.96135
857a7387fffffff;39.85163;-0.13907;3136.8;42.23892192;2G;857a7387fffffff;857a7143fffffff;39.69041;-0.40352
857a738bfffffff;40.09056;-0.01529;798.6;25.48535381;2G;857a738bfffffff;857a73c7fffffff;40.17067;0.11634
857a738ffffffff;39.93205;-0.00717;1150.2;42.95057918;2G;857a738ffffffff;857a73c7fffffff;40.17067;0.11634
857a7397fffffff;39.92995;-0.27919;960.6;37.7518183;2G;857a7397fffffff;857a7143fffffff;39.69041;-0.40352
857a73a3fffffff;39.61454;0.00909;921.9;51.50085496;2G;857a73a3fffffff;857a7147fffffff;39.53123;-0.39557
857a73a7fffffff;39.45556;0.01723;1283.1;56.19615314;2G;857a73a7fffffff;857a7147fffffff;39.53123;-0.39557
857a73abfffffff;39.69516;0.14089;1565.4;66.28094304;2G;857a73abfffffff;857a73c7fffffff;40.17067;0.11634
857a73b3fffffff;39.69279;-0.13101;2931.9;36.419704780000004;2G;857a73b3fffffff;857a7143fffffff;39.69041;-0.40352
857a73b7fffffff;39.53379;-0.12293;1149.3;38.67361922;2G;857a73b7fffffff;857a7147fffffff;39.53123;-0.39557
857a73bbfffffff;39.77338;9.6e-4;2151;52.66752966;2G;857a73bbfffffff;857a7143fffffff;39.69041;-0.40352
857a73cffffffff;40.25065;0.24775;14014.2;26.463607250000003;2G;857a73cffffffff;857a73c7fffffff;40.17067;0.11634
857a73dbfffffff;40.48687;0.10001;727.8;20.95782827;2G;857a73dbfffffff;857a73d3fffffff;40.40711;-0.0315
857a7423fffffff;40.63699;-1.54384;2628.6;68.73552583;2G;857a7423fffffff;857a7557fffffff;40.15965;-1.52178
857a7427fffffff;40.47804;-1.53651;4668.9;51.03814853;2G;857a7427fffffff;857a7557fffffff;40.15965;-1.52178
857a742bfffffff;40.717;-1.41043;3395.1;78.0850084;2G;857a742bfffffff;857a7557fffffff;40.15965;-1.52178
857a742ffffffff;40.55823;-1.40303;2337.3;60.73544801;2G;857a742ffffffff;857a7557fffffff;40.15965;-1.52178
857a7437fffffff;40.55684;-1.67746;1176.3;62.80807431;2G;857a7437fffffff;857a7557fffffff;40.15965;-1.52178
857a7467fffffff;40.79688;-1.27722;5688.3;89.77865694;2G;857a7467fffffff;857a7557fffffff;40.15965;-1.52178
857a746bfffffff;41.03486;-1.15172;5151.6;119.21195003000001;2G;857a746bfffffff;857a7557fffffff;40.15965;-1.52178
857a746ffffffff;40.87662;-1.14422;3099;103.00794302999999;2G;857a746ffffffff;857a7557fffffff;40.15965;-1.52178
857a7483fffffff;41.11128;-2.11467;3163.5;31.80121038;2G;857a7483fffffff;857a7497fffffff;41.03148;-2.2488
857a7523fffffff;39.52092;-1.49209;755.4;55.618192089999994;2G;857a7523fffffff;857a7573fffffff;39.92149;-1.37327
857a7543fffffff;40.24019;-1.38819;626.4;27.321769380000003;2G;857a7543fffffff;857a7557fffffff;40.15965;-1.52178
857a7553fffffff;40.31893;-1.52915;1303.8;33.33169019;2G;857a7553fffffff;857a7557fffffff;40.15965;-1.52178
857a7563fffffff;39.84282;-1.23222;1949.4;35.546627529999995;2G;857a7563fffffff;857a7573fffffff;39.92149;-1.37327
857a7567fffffff;39.68324;-1.22466;661.8;48.2901372;2G;857a7567fffffff;857a7573fffffff;39.92149;-1.37327
857a756bfffffff;39.92361;-1.09887;1217.1;45.56342523;2G;857a756bfffffff;857a7573fffffff;39.92149;-1.37327
857a756ffffffff;39.7642;-1.09125;697.2;53.37941842;2G;857a756ffffffff;857a7573fffffff;39.92149;-1.37327
857a757bfffffff;40.00224;-1.23977;2075.7;28.760165649999998;2G;857a757bfffffff;857a7573fffffff;39.92149;-1.37327
857a758bfffffff;40.07703;-1.93096;1228.8;36.980500930000005;2G;857a758bfffffff;857a751bfffffff;40.07898;-1.65557
857a759bfffffff;40.15594;-2.07242;2762.7;22.21135959;2G;857a759bfffffff;857a7593fffffff;40.07508;-2.2069
857a75c3fffffff;40.31726;-1.80406;1162.8;47.150824119999996;2G;857a75c3fffffff;857a751bfffffff;40.07898;-1.65557
857a75c7fffffff;40.1578;-1.79683;2107.2;36.25486274;2G;857a75c7fffffff;857a751bfffffff;40.07898;-1.65557
857a75cffffffff;40.23843;-1.66289;7873.8;30.22216322;2G;857a75cffffffff;857a751bfffffff;40.07898;-1.65557
857a75d7fffffff;40.23667;-1.93814;2625.6;39.25411682;2G;857a75d7fffffff;857b5b67fffffff;40.2349;-2.21394
857a75dbfffffff;40.47656;-1.81128;876.6;61.32561431;2G;857a75dbfffffff;857a751bfffffff;40.07898;-1.65557
857a76a7fffffff;41.11429;-1.019;709.5;132.77571662;2G;857a76a7fffffff;857a7557fffffff;40.15965;-1.52178
857a76b7fffffff;41.19293;-1.1592;1957.5;125.00886332;2G;857a76b7fffffff;857a7487fffffff;40.95249;-2.10769
857ae027fffffff;41.59127;4.01818;4190.4;31.332610199999998;2G;857ae027fffffff;857ae023fffffff;41.74528;4.00801
857ae037fffffff;41.66824;3.88318;5937;22.127249589999998;2G;857ae037fffffff;857ae023fffffff;41.74528;4.00801
857ae0affffffff;41.74525;3.74805;5885.7;24.302114330000002;2G;857ae0affffffff;857ae033fffffff;41.82225;3.87306
857ae103fffffff;41.05048;3.92349;6904.2;90.03097468;2G;857ae103fffffff;857ae023fffffff;41.74528;4.00801
857ae107fffffff;40.89562;3.93352;8646.3;107.22458113;2G;857ae107fffffff;857ae023fffffff;41.74528;4.00801
857ae10bfffffff;41.12821;4.04861;5098.8;82.35392568;2G;857ae10bfffffff;857ae023fffffff;41.74528;4.00801
857ae10ffffffff;40.97351;4.05871;6527.7;99.51649739;2G;857ae10ffffffff;857ae023fffffff;41.74528;4.00801
857ae113fffffff;41.12749;3.78814;8373.9;83.06940913;2G;857ae113fffffff;857ae023fffffff;41.74528;4.00801
857ae117fffffff;40.97262;3.79812;4388.4;99.82674370999999;2G;857ae117fffffff;857ae023fffffff;41.74528;4.00801
857ae11bfffffff;41.20518;3.91344;32489.7;72.87503389000001;2G;857ae11bfffffff;857ae023fffffff;41.74528;4.00801
857ae123fffffff;40.66363;4.07886;2639.7;133.93382784000002;2G;857ae123fffffff;857ae023fffffff;41.74528;4.00801
857ae127fffffff;40.50844;4.08891;1907.4;151.1786788;2G;857ae127fffffff;857ae023fffffff;41.74528;4.00801
857ae12bfffffff;40.74174;4.20394;5517.9;127.81754534;2G;857ae12bfffffff;857ae023fffffff;41.74528;4.00801
857ae133fffffff;40.74059;3.94354;755.4;124.44704145;2G;857ae133fffffff;857ae023fffffff;41.74528;4.00801
857ae137fffffff;40.58539;3.95354;2568.9;141.69376194;2G;857ae137fffffff;857ae023fffffff;41.74528;4.00801
857ae13bfffffff;40.81865;4.0688;6243.3;116.71192408;2G;857ae13bfffffff;857ae023fffffff;41.74528;4.00801
857ae177fffffff;40.8966;4.1938;703.8;110.87231747999999;2G;857ae177fffffff;857ae023fffffff;41.74528;4.00801
857ae183fffffff;41.12677;3.52693;1595.4;93.20537953;2G;857ae183fffffff;857ae033fffffff;41.82225;3.87306
857ae187fffffff;40.97173;3.53678;4441.8;108.15174035;2G;857ae187fffffff;857ae023fffffff;41.74528;4.00801
857ae18bfffffff;41.20455;3.65266;2178.6;79.31005755;2G;857ae18bfffffff;857ae023fffffff;41.74528;4.00801
857ae18ffffffff;41.04967;3.66259;4526.1;95.01680261;2G;857ae18ffffffff;857ae023fffffff;41.74528;4.00801
857ae193fffffff;41.20391;3.39114;1123.2;94.57374189000001;2G;857ae193fffffff;857ae033fffffff;41.82225;3.87306
857ae197fffffff;41.04887;3.40094;6729.9;107.8278264;2G;857ae197fffffff;857ae033fffffff;41.82225;3.87306
857ae19bfffffff;41.28165;3.51706;2310;79.22074903000001;2G;857ae19bfffffff;857ae033fffffff;41.82225;3.87306
857ae1a7fffffff;40.58406;3.69227;1838.4;144.35784316;2G;857ae1a7fffffff;857ae023fffffff;41.74528;4.00801
857ae1abfffffff;40.81759;3.80808;983.7;116.74161038;2G;857ae1abfffffff;857ae023fffffff;41.74528;4.00801
857ae1affffffff;40.66239;3.81803;5143.8;133.76057776;2G;857ae1affffffff;857ae023fffffff;41.74528;4.00801
857ae1b3fffffff;40.81652;3.54662;6313.5;123.71866753;2G;857ae1b3fffffff;857ae023fffffff;41.74528;4.00801
857ae1b7fffffff;40.66114;3.55645;2114.4;139.70494827;2G;857ae1b7fffffff;857ae023fffffff;41.74528;4.00801
857ae1bbfffffff;40.89464;3.6725;2433;111.19628134;2G;857ae1bbfffffff;857ae023fffffff;41.74528;4.00801
857ae1c3fffffff;41.43672;3.76813;3352.2;50.58769488;2G;857ae1c3fffffff;857ae023fffffff;41.74528;4.00801
857ae1c7fffffff;41.28219;3.77814;4034.1;66.57585185;2G;857ae1c7fffffff;857ae023fffffff;41.74528;4.00801
857ae1cbfffffff;41.51406;3.89328;15266.1;38.78805334;2G;857ae1cbfffffff;857ae023fffffff;41.74528;4.00801
857ae1cffffffff;41.35971;3.90337;7458.9;55.776235820000004;2G;857ae1cffffffff;857ae023fffffff;41.74528;4.00801
857ae1d3fffffff;41.51377;3.63276;5692.5;51.009192320000004;2G;857ae1d3fffffff;857ae033fffffff;41.82225;3.87306
857ae1d7fffffff;41.35925;3.64272;6303.6;64.40943887;2G;857ae1d7fffffff;857ae033fffffff;41.82225;3.87306
857ae1dbfffffff;41.59107;3.7581;4236.9;35.764663410000004;2G;857ae1dbfffffff;857ae033fffffff;41.82225;3.87306
857ae523fffffff;41.20328;3.1289;15221.7;115.26956032999999;2G;857ae523fffffff;857ae033fffffff;41.82225;3.87306
857ae527fffffff;41.04806;3.13857;11986.5;126.15674707;2G;857ae527fffffff;857ae033fffffff;41.82225;3.87306
857ae52bfffffff;41.2811;3.25524;10967.7;98.99838403;2G;857ae52bfffffff;857ae033fffffff;41.82225;3.87306
857ae52ffffffff;41.12605;3.26498;2713.2;110.25601587;2G;857ae52ffffffff;857ae033fffffff;41.82225;3.87306
857ae537fffffff;41.12533;3.00231;6991.8;131.61260242;2G;857ae537fffffff;857ae033fffffff;41.82225;3.87306
857ae53bfffffff;41.35833;3.11922;3245.4;106.10521189;2G;857ae53bfffffff;857ae033fffffff;41.82225;3.87306
857ae567fffffff;41.35879;3.38133;6279.9;82.82331436;2G;857ae567fffffff;857ae033fffffff;41.82225;3.87306
857ae56bfffffff;41.59087;3.49727;1044.6;56.93068288;2G;857ae56bfffffff;857ae033fffffff;41.82225;3.87306
857ae56ffffffff;41.43635;3.50717;3757.2;66.79166344999999;2G;857ae56ffffffff;857ae033fffffff;41.82225;3.87306
857ae577fffffff;41.43597;3.24548;885.6;89.68294705;2G;857ae577fffffff;857ae033fffffff;41.82225;3.87306
857aec13fffffff;40.03998;3.85763;20543.4;117.81886932;2G;857aec13fffffff;857a5367fffffff;39.17576;3.51734
857aec17fffffff;39.88398;3.86749;6708.9;101.90334007;2G;857aec17fffffff;857a5367fffffff;39.17576;3.51734
857aec1bfffffff;40.11885;3.98341;5180.1;130.89334455;2G;857aec1bfffffff;857a5367fffffff;39.17576;3.51734
857aec53fffffff;40.35309;4.09894;3225.9;159.82564772;2G;857aec53fffffff;857a5367fffffff;39.17576;3.51734
857aec83fffffff;40.03803;3.59558;4397.1;112.00235796;2G;857aec83fffffff;857a5367fffffff;39.17576;3.51734
857aec87fffffff;39.88186;3.60532;5278.5;94.79979951;2G;857aec87fffffff;857a5367fffffff;39.17576;3.51734
857aec8bfffffff;40.11699;3.72179;4674.9;122.44236042;2G;857aec8bfffffff;857a5367fffffff;39.17576;3.51734
857aec8ffffffff;39.96098;3.7316;9267.3;105.66409732;2G;857aec8ffffffff;857a5367fffffff;39.17576;3.51734
857aec93fffffff;40.11513;3.45943;5785.5;120.51911653;2G;857aec93fffffff;857a5367fffffff;39.17576;3.51734
857aec97fffffff;39.95895;3.46912;5412.3;103.13558456;2G;857aec97fffffff;857a5367fffffff;39.17576;3.51734
857aecb3fffffff;39.72554;3.61505;8835.9;77.66050547;2G;857aecb3fffffff;857a5367fffffff;39.17576;3.51734
857aecbbfffffff;39.80482;3.74139;1133.4;89.09382747000001;2G;857aecbbfffffff;857a5367fffffff;39.17576;3.51734
857aecc3fffffff;40.3515;3.83787;10428.6;150.56152789;2G;857aecc3fffffff;857a5367fffffff;39.17576;3.51734
857aecc7fffffff;40.19582;3.84776;14953.8;134.07713386999998;2G;857aecc7fffffff;857a5367fffffff;39.17576;3.51734
857aeccbfffffff;40.43003;3.96351;10623;158.9620898;2G;857aeccbfffffff;857ae023fffffff;41.74528;4.00801
857aeccffffffff;40.27452;3.97347;17991.6;146.61199915;2G;857aeccffffffff;857a5367fffffff;39.17576;3.51734
857aecd7fffffff;40.27284;3.71197;2383.5;139.34744235999997;2G;857aecd7fffffff;857a5367fffffff;39.17576;3.51734
857aecdbfffffff;40.50703;3.82796;8257.2;150.85397809;2G;857aecdbfffffff;857ae023fffffff;41.74528;4.00801
857b4a03fffffff;39.32993;-4.54588;798.3;24.98323536;2G;857b4a03fffffff;857b4a17fffffff;39.24733;-4.6834
857b4a0bfffffff;39.4124;-4.40853;1213.8;21.635436140000003;2G;857b4a0bfffffff;857b4a47fffffff;39.49473;-4.27134
857b4a0ffffffff;39.25027;-4.40239;17324.4;26.53045759;2G;857b4a0ffffffff;857b4a73fffffff;39.33278;-4.26516
857b4a13fffffff;39.40965;-4.6894;849.6;34.699419909999996;2G;857b4a13fffffff;857b4a17fffffff;39.24733;-4.6834
857b4a1bfffffff;39.49208;-4.55193;3933.3;30.15953535;2G;857b4a1bfffffff;857b4a57fffffff;39.57437;-4.41462
857b4a23fffffff;38.92556;-4.39;1416;30.75611255;2G;857b4a23fffffff;857b4a33fffffff;39.00518;-4.53366
857b4a2bfffffff;39.00841;-4.25268;3636;36.8685588;2G;857b4a2bfffffff;857b4a63fffffff;39.25321;-4.12183
857b4a3bfffffff;39.088;-4.39622;5460;22.35833573;2G;857b4a3bfffffff;857b4a33fffffff;39.00518;-4.53366
857b4a67fffffff;39.09112;-4.11553;3488.4;25.43289576;2G;857b4a67fffffff;857b4a63fffffff;39.25321;-4.12183
857b4a6ffffffff;39.1737;-3.97854;2421.9;23.71249029;2G;857b4a6ffffffff;857b4a6bfffffff;39.33561;-3.98489
857b4a77fffffff;39.17067;-4.25894;9256.2;21.422636729999997;2G;857b4a77fffffff;857b4a63fffffff;39.25321;-4.12183
857b590bfffffff;39.98585;-3.45184;4018.5;23.07926165;2G;857b590bfffffff;857b5947fffffff;40.06723;-3.31588
857b5923fffffff;39.50265;-3.43232;4311.6;44.1665276;2G;857b5923fffffff;857b59affffffff;39.50002;-3.71152
857b592bfffffff;39.58455;-3.2962;2984.1;46.40225018;2G;857b592bfffffff;857b590ffffffff;39.82495;-3.44536
857b5933fffffff;39.58202;-3.5751;7834.8;30.778534500000003;2G;857b5933fffffff;857b59affffffff;39.50002;-3.71152
857b5937fffffff;39.42062;-3.56861;2442.6;32.51815426;2G;857b5937fffffff;857b59affffffff;39.50002;-3.71152
857b593bfffffff;39.66388;-3.43886;4943.4;28.912669450000003;2G;857b593bfffffff;857b590ffffffff;39.82495;-3.44536
857b5963fffffff;39.8272;-3.16691;1895.4;32.01432953;2G;857b5963fffffff;857b597bfffffff;39.98792;-3.17352
857b5967fffffff;39.66632;-3.16027;2002.8;49.80746717;2G;857b5967fffffff;857b597bfffffff;39.98792;-3.17352
857b596bfffffff;39.90866;-3.03121;3132;30.41504193;2G;857b596bfffffff;857b597bfffffff;39.98792;-3.17352
857b596ffffffff;39.74795;-3.02452;2836.8;45.58732017;2G;857b596ffffffff;857b597bfffffff;39.98792;-3.17352
857b5973fffffff;39.9065;-3.30935;2847.6;24.94546522;2G;857b5973fffffff;857b597bfffffff;39.98792;-3.17352
857b5977fffffff;39.74561;-3.30279;8124.9;36.63998857;2G;857b5977fffffff;857b590ffffffff;39.82495;-3.44536
857b59abfffffff;39.66143;-3.71793;9517.8;24.44606023;2G;857b59abfffffff;857b5907fffffff;39.74326;-3.58156
857b59bbfffffff;39.7409;-3.8608;665.4;22.48370968;2G;857b59bbfffffff;857b5917fffffff;39.82269;-3.7243
857b5b07fffffff;40.31223;-2.63205;1010.7;47.05860969;2G;857b5b07fffffff;857b5b2bfffffff;40.15408;-2.34856
857b5b0bfffffff;40.55265;-2.50401;5080.2;44.58039549;2G;857b5b0bfffffff;857b5b43fffffff;40.7924;-2.37626
857b5b0ffffffff;40.39297;-2.49716;2196.9;41.63870337;2G;857b5b0ffffffff;857b5b2bfffffff;40.15408;-2.34856
857b5b33fffffff;40.15222;-2.62523;3457.5;40.296044970000004;2G;857b5b33fffffff;857b5b2bfffffff;40.15408;-2.34856
857b5b3bfffffff;40.23313;-2.49028;4583.1;29.09027957;2G;857b5b3bfffffff;857b5b2bfffffff;40.15408;-2.34856
857b5b47fffffff;40.63308;-2.36937;3288.3;28.48187885;2G;857b5b47fffffff;857b5b4ffffffff;40.71337;-2.23493
857b5b57fffffff;40.71215;-2.51084;991.2;34.13273603;2G;857b5b57fffffff;857b5b43fffffff;40.7924;-2.37626
857b5b73fffffff;40.47358;-2.36246;3028.8;43.10933547;2G;857b5b73fffffff;857b5b4ffffffff;40.71337;-2.23493
857b5b77fffffff;40.31391;-2.35552;1482.3;25.99120884;2G;857b5b77fffffff;857b5b2bfffffff;40.15408;-2.34856
857b5b7bfffffff;40.55405;-2.22796;1288.8;33.18614118;2G;857b5b7bfffffff;857b5b4ffffffff;40.71337;-2.23493
857b5ba3fffffff;40.15035;-2.90241;2625;34.9856319;2G;857b5ba3fffffff;857b594ffffffff;40.14847;-3.1801
857b5ba7fffffff;39.98998;-2.89569;3641.1;37.921953159999994;2G;857b5ba7fffffff;857b597bfffffff;39.98792;-3.17352
857b5babfffffff;40.23136;-2.76714;1609.5;51.4359908;2G;857b5babfffffff;857b594ffffffff;40.14847;-3.1801
857b5baffffffff;40.07116;-2.76037;2037;50.60976325;2G;857b5baffffffff;857b5b2bfffffff;40.15408;-2.34856
857b5bb3fffffff;40.22958;-3.0445;2884.2;23.121251609999998;2G;857b5bb3fffffff;857b594ffffffff;40.14847;-3.1801
857b5bb7fffffff;40.0692;-3.03787;1086.6;20.27713663;2G;857b5bb7fffffff;857b597bfffffff;39.98792;-3.17352
