OBJECTNAME;LON;LAT;RB;DTF;COV;REGION
876ada909ffffff;29.48653;-2.570397;54;10,42;3G;RWA
876addcddffffff;30.487349;-1.2339299;21;36,45;3G;RWA
876addc8affffff;30.346016;-1.2268454;10;36,5;3G;RWA
876ad841bffffff;29.8459;-2.5077326;78;13,85;3G;RWA
876ad8ac6ffffff;30.567919;-2.0401363;96;16,14;2G;RWA
876ad8accffffff;30.63881;-2.0436664;47;19,6;3G;RWA
876ad8330ffffff;30.444101;-2.1546862;90;9,49;2G;RWA
876ad8144ffffff;30.249836;-2.0041473;133;20,83;2G;RWA
876add416ffffff;30.379892;-1.5087926;45;5,18;2G;RWA
876ad8090ffffff;30.032347;-2.3355458;66;9,08;3G;RWA
876ada82affffff;29.51696;-2.6729383;8;2,61;2G;RWA
876adc24bffffff;30.28045;-1.3636117;90;24,74;2G;RWA
876addcacffffff;30.338982;-1.1265433;6;47,65;3G;RWA
876ade0daffffff;29.083565;-2.3280203;12;11,29;2G;RWA
876adc666ffffff;29.83546;-1.5215508;39;15,54;2G;RWA
876ade631ffffff;29.03852;-2.5073202;90;6,86;2G;RWA
876addcdcffffff;30.463795;-1.2327496;18;35,98;3G;RWA
876ada95bffffff;29.5901;-2.6362162;43;6,93;2G;RWA
876ad811dffffff;30.116945;-2.05784;12;24,66;2G;RWA
876ad83a9ffffff;30.485746;-2.2775831;82;11,86;3G;RWA
876ad8831ffffff;30.074404;-1.7140855;64;18,04;2G;RWA
876adeb50ffffff;29.39852;-1.7402835;44;10,37;3G;RWA
876ad8db5ffffff;29.553654;-1.9490664;62;9,08;3G;RWA
876ad859effffff;29.64559;-2.4774783;84;6,97;2G;RWA
876adc691ffffff;29.587421;-1.7498189;77;15,89;3G;RWA
876ade78cffffff;28.954554;-2.5232396;88;6,96;3G;RWA
876ad852dffffff;29.812492;-2.2237551;71;2,63;2G;RWA
876ad85a6ffffff;29.627981;-2.3555548;46;10,54;3G;RWA
876adeb18ffffff;29.291227;-1.7549413;211;5,18;2G;RWA
876ad8aaeffffff;30.451645;-1.9941213;40;5,19;2G;RWA
876adc2e9ffffff;30.19507;-1.4193976;73;21,24;3G;RWA
876ade2c9ffffff;29.576574;-2.4336443;61;6,86;3G;RWA
876ade60affffff;29.118258;-2.571949;63;15,61;2G;RWA
876add495ffffff;30.32702;-1.6264281;64;11,89;2G;RWA
876ad850bffffff;29.819344;-2.3248594;135;6,96;3G;RWA
876ad8c59ffffff;29.962307;-2.0702078;74;19,88;3G;RWA
876ade2b0ffffff;29.270836;-2.3778503;2;15,59;3G;RWA
876adab20ffffff;29.803387;-2.6469464;35;9,43;3G;RWA
876ad8246ffffff;30.72044;-2.3295426;83;13,65;3G;RWA
876ade74cffffff;29.210606;-2.3949704;71;15,75;3G;RWA
876adc7b1ffffff;29.503166;-1.5449036;28;13,59;2G;RWA
876ade309ffffff;29.425226;-2.1438153;35;25,05;3G;RWA
876adc774ffffff;29.723515;-1.3956912;198;15,52;2G;RWA
876ade223ffffff;29.421114;-2.2241783;57;22,51;2G;RWA
876adeb6affffff;29.484226;-1.6843826;61;2,59;2G;RWA
876ad8a8cffffff;30.473392;-2.0354247;69;10,39;3G;RWA
876ad8ce1ffffff;29.854927;-2.0849397;81;7,9;2G;RWA
876ade24effffff;29.619183;-2.2946298;39;13,64;3G;RWA
876ad83a0ffffff;30.403898;-2.253361;11;15,9;3G;RWA
876adea12ffffff;29.295778;-1.8958261;151;5,26;2G;RWA
876ad8b75ffffff;30.559227;-1.7182819;8;23,66;3G;RWA
876ad89abffffff;30.003584;-1.7105308;53;11,43;2G;RWA
876ade272ffffff;29.51371;-2.2691562;46;25,36;3G;RWA
876ad812dffffff;30.15724;-1.9592972;372;30,34;2G;RWA
876adab2effffff;29.837938;-2.6688845;64;13,86;3G;RWA
876ad814bffffff;30.32969;-2.068482;43;17,03;2G;RWA
876ade65effffff;29.22383;-2.5975027;1;25,25;3G;RWA
876adc26affffff;30.247965;-1.3019406;115;32,47;3G;RWA
876ad89aeffffff;29.969154;-1.6887316;63;6,94;2G;RWA
876ada972ffffff;29.499401;-2.5508535;54;9,43;2G;RWA
876add51cffffff;30.37473;-1.3683376;124;20,44;2G;RWA
876ad8cd8ffffff;29.84897;-2.2054443;51;6,96;2G;RWA
876ad8023ffffff;30.173145;-2.1210237;16;18,66;2G;RWA
876addc99ffffff;30.333288;-1.2462058;17;34,66;2G;RWA
876ada845ffffff;29.659174;-2.6801052;50;13,19;2G;RWA
876ad8456ffffff;29.91893;-2.4710367;149;22,84;2G;RWA
876ada869ffffff;29.719437;-2.662931;104;9,36;2G;RWA
876adea01ffffff;29.381565;-1.8398664;61;6,83;3G;RWA
876ad8723ffffff;30.159607;-2.4024007;20;11,89;2G;RWA
876ade2e4ffffff;29.475142;-2.327683;42;20,81;3G;RWA
876ad850cffffff;29.79767;-2.283458;95;4,55;2G;RWA
876ada84affffff;29.691704;-2.7423768;85;18,43;3G;RWA
876ad8554ffffff;29.855837;-2.3065352;53;11,42;3G;RWA
876ad8aeeffffff;30.617037;-2.0023663;75;18,17;2G;RWA
876adc4ceffffff;29.406738;-1.5801444;134;10,35;2G;RWA
876addc93ffffff;30.262613;-1.2426603;27;37,54;3G;RWA
876adeb20ffffff;29.273844;-1.6336124;15;8,93;3G;RWA
876adc4d0ffffff;29.323116;-1.5959774;147;14,39;3G;RWA
876ad8351ffffff;30.642282;-2.2249494;33;4,53;2G;RWA
876ade714ffffff;28.937283;-2.4012632;91;11,9;3G;RWA
876adc68bffffff;29.681873;-1.7545794;48;18,04;3G;RWA
876ad8066ffffff;30.304142;-2.107448;29;22,18;2G;RWA
876ad8911ffffff;30.007496;-1.6304641;94;10,35;2G;RWA
876ad8c34ffffff;29.695448;-1.9562129;53;6,95;2G;RWA
876ade21affffff;29.41494;-2.3448052;73;23,24;3G;RWA
876ad9d94ffffff;30.696962;-2.0666716;25;22,12;3G;RWA
876ad8b9affffff;30.346266;-1.9687537;155;9,47;2G;RWA
876ade333ffffff;29.296183;-2.1171546;91;15,6;2G;RWA
876ad8353ffffff;30.62953;-2.2444527;69;2,59;2G;RWA
876adeb71ffffff;29.413406;-1.6808062;55;4,53;3G;RWA
876ad83a2ffffff;30.391123;-2.2728682;109;18,28;3G;RWA
876ad8d9cffffff;29.596869;-2.031705;69;11,86;2G;RWA
876adc392ffffff;29.819813;-1.360489;67;25,6;3G;RWA
876adeb73ffffff;29.400576;-1.7002316;53;6,9;3G;RWA
876adc4d5ffffff;29.335949;-1.576567;177;15,88;3G;RWA
876ade685ffffff;28.99554;-2.6465201;55;19,68;2G;RWA
876ad896effffff;30.22372;-1.5610975;64;18,4;3G;RWA
876add562ffffff;30.519878;-1.2955618;39;31,23;3G;RWA
876adc776ffffff;29.710724;-1.4150769;181;12,93;2G;RWA
876add581ffffff;30.311047;-1.4652731;96;13,8;3G;RWA
876adea63ffffff;29.525335;-1.8069423;97;16,28;3G;RWA
876ad8cb6ffffff;29.592815;-2.1120045;86;16,42;2G;RWA
876ad8842ffffff;30.261335;-1.7636024;53;28,2;3G;RWA
876ad9c86ffffff;30.809633;-2.1929948;31;22,86;2G;RWA
876ad8cabffffff;29.734703;-2.1191514;111;4,48;2G;RWA
876ade79cffffff;28.905037;-2.5611057;80;6,86;3G;RWA
876ad83adffffff;30.474861;-2.2568972;65;10,38;3G;RWA
876ad8841ffffff;30.297703;-1.7453482;108;24,63;3G;RWA
876ad84f0ffffff;29.84391;-2.5480046;77;11,46;3G;RWA
876ad8d0cffffff;29.735905;-1.8577397;33;13,61;3G;RWA
876ad8d1affffff;29.684639;-1.9355607;60;5,26;2G;RWA
876ade756ffffff;29.090118;-2.4292085;165;2,64;2G;RWA
876ad8c23ffffff;29.766346;-1.9597816;43;11,26;3G;RWA
876ad9d93ffffff;30.718752;-2.1079867;53;19,61;3G;RWA
876adc670ffffff;29.809885;-1.5603615;76;11,42;2G;RWA
876ade78effffff;28.941643;-2.5427747;70;6,92;2G;RWA
876adc613ffffff;29.664299;-1.633261;78;6,9;3G;RWA
876ada80effffff;29.514915;-2.713256;27;5,21;3G;RWA
876ad8959ffffff;30.23072;-1.6617229;28;22,67;3G;RWA
876ad8274ffffff;30.674978;-2.2869933;106;6,96;2G;RWA
876addc1affffff;30.386074;-1.1289059;133;46,9;3G;RWA
876ad8cddffffff;29.861792;-2.1859477;66;9,08;2G;RWA
876ad8a0cffffff;30.562637;-1.8991624;71;9,47;2G;RWA
876ad88c0ffffff;30.184727;-1.8802762;67;28,45;3G;RWA
876ad9c93ffffff;30.795069;-2.252672;110;19,87;2G;RWA
876ade351ffffff;29.483332;-2.1668885;47;29,84;3G;RWA
876ad9532ffffff;30.838717;-2.335406;1;25,94;2G;RWA
876adc794ffffff;29.47753;-1.5837195;150;8,92;2G;RWA
876ade213ffffff;29.380466;-2.3228996;21;20,5;3G;RWA
876ad8318ffffff;30.511278;-2.2385697;68;6,84;3G;RWA
876ad8d59ffffff;29.886486;-1.9256103;66;20,75;2G;RWA
876ad8a43ffffff;30.691607;-1.925681;15;23,68;2G;RWA
876ad89a3ffffff;29.94555;-1.6875457;76;4,53;2G;RWA
876ad8591ffffff;29.63476;-2.4567533;78;9,1;3G;RWA
876ad8af1ffffff;30.557037;-2.0194843;239;14,5;2G;RWA
876ad8a75ffffff;30.635342;-1.8626096;6;18,35;2G;RWA
876ad8436ffffff;29.744331;-2.401746;55;5,2;3G;RWA
876ad806bffffff;30.396812;-2.1523278;35;14,66;3G;RWA
876ad8a62ffffff;30.658955;-1.8637862;24;20,82;2G;RWA
876ad8c05ffffff;29.777164;-1.9804363;58;9,32;3G;RWA
876ad8003ffffff;30.182072;-2.181865;47;12,98;2G;RWA
876adc4deffffff;29.357483;-1.6177768;153;11,42;3G;RWA
876ad8d08ffffff;29.746716;-1.8783802;47;13,61;3G;RWA
876ad84a0ffffff;29.727476;-2.5017817;78;2,64;3G;RWA
876ad8226ffffff;30.545818;-2.2604299;66;6,95;2G;RWA
876ad8a95ffffff;30.38973;-2.0513635;94;11,84;2G;RWA
876adeb6bffffff;29.507833;-1.6855742;143;4,53;2G;RWA
876adc29bffffff;29.977;-1.5286678;78;9,47;3G;RWA
876ad8acdffffff;30.66244;-2.0448425;42;21,29;3G;RWA
876ad858bffffff;29.729483;-2.4615211;75;5,2;2G;RWA
876ad8d5bffffff;29.873682;-1.9450715;52;18,16;3G;RWA
876adea52ffffff;29.461172;-1.904186;58;10,53;3G;RWA
876ad810affffff;30.140585;-2.0590239;26;24,66;2G;RWA
876ada94bffffff;29.63952;-2.5983064;67;12,08;3G;RWA
876add592ffffff;30.22564;-1.5211042;77;18,92;3G;RWA
876ad8d50ffffff;29.804783;-1.9014009;48;18,64;3G;RWA
876ad8a9dffffff;30.447874;-2.0743814;78;13,68;2G;RWA
876ade632ffffff;29.001928;-2.5256498;96;10,42;3G;RWA
876adc686ffffff;29.589447;-1.7097651;85;13,89;2G;RWA
876ad8201ffffff;30.602156;-2.323669;78;6,84;3G;RWA
876ade358ffffff;29.517792;-2.188769;47;27,25;3G;RWA
876ad8d91ffffff;29.573229;-2.0305128;56;12,97;2G;RWA
876adeb62ffffff;29.426235;-1.6613835;17;2,63;2G;RWA
876ada86effffff;29.672035;-2.6605463;35;11,97;2G;RWA
876adeb5cffffff;29.445744;-1.7426691;4;8,93;3G;RWA
876ad8a09ffffff;30.597134;-1.9209751;103;13,16;2G;RWA
876ad8b20ffffff;30.430367;-1.6917787;110;16,11;2G;RWA
876ad8aadffffff;30.488028;-1.9758315;113;6,84;3G;RWA
876ad8b02ffffff;30.426592;-1.7718691;71;16,98;2G;RWA
876adab32ffffff;29.741129;-2.7044365;54;13,48;2G;RWA
876adea89ffffff;29.349684;-1.9991052;39;11,26;2G;RWA
876ad8543ffffff;29.926832;-2.310099;88;18,18;3G;RWA
876ade72cffffff;29.036228;-2.3256164;143;11,88;2G;RWA
876adeac6ffffff;29.409805;-1.9820281;61;10,37;2G;RWA
876ad8cf6ffffff;29.75835;-2.120341;176;5,19;2G;RWA
876ad8494ffffff;29.676071;-2.5799508;37;7,91;2G;RWA
876ad858dffffff;29.731491;-2.4212713;59;6,86;3G;RWA
876ade6acffffff;29.021366;-2.6074245;340;18,16;2G;RWA
876ad8993ffffff;29.90521;-1.7858988;47;11,24;2G;RWA
876ad8053ffffff;30.298409;-2.2279556;9;20,49;2G;RWA
876ad9d9cffffff;30.755121;-2.0896769;3;23,83;2G;RWA
876ada940ffffff;29.570473;-2.5544386;26;6,86;3G;RWA
876ad88f0ffffff;30.126642;-1.8572737;76;31,82;2G;RWA
876ade375ffffff;29.463776;-2.0853636;51;23,35;2G;RWA
876adc6dcffffff;29.776327;-1.7593353;29;14,46;3G;RWA
876ad8363ffffff;30.669632;-2.1457882;78;12,96;3G;RWA
876add55dffffff;30.563276;-1.3777779;12;26,29;2G;RWA
876ad8b6effffff;30.630026;-1.7218152;5;27,3;2G;RWA
876ad8d74ffffff;29.785143;-1.8200337;54;19,52;3G;RWA
876adc4cdffffff;29.44316;-1.5619276;30;11,23;2G;RWA
876ad8d09ffffff;29.77034;-1.8795692;41;15,95;3G;RWA
876ad8a86ffffff;30.402494;-2.031887;104;9,31;2G;RWA
876ade2c4ffffff;29.483906;-2.3886235;52;14,52;3G;RWA
876ad88e9ffffff;30.257505;-1.8437387;62;22,7;3G;RWA
876ada95effffff;29.55557;-2.6142745;25;5,21;2G;RWA
876add434ffffff;30.383677;-1.4288526;32;13,63;2G;RWA
876ad8109ffffff;30.177008;-2.0407298;4;27,36;2G;RWA
876ade681ffffff;29.006327;-2.6672773;254;22,27;2G;RWA
876ad8309ffffff;30.584095;-2.2019212;147;5,2;2G;RWA
876ade601ffffff;29.09668;-2.530465;2;10,4;2G;RWA
876ad8136ffffff;30.013506;-1.9923091;148;27,39;2G;RWA
876ad899effffff;29.928825;-1.7870854;44;11,84;2G;RWA
876ad8811ffffff;30.083292;-1.7747581;83;22,68;2G;RWA
876ade21effffff;29.404135;-2.324096;76;22,9;3G;RWA
876add481ffffff;30.386953;-1.6093737;346;6,81;2G;RWA
876adc604ffffff;29.691916;-1.5544214;125;5,18;2G;RWA
876ad8d33ffffff;29.641413;-1.8529804;173;6,83;2G;RWA
876ad8348ffffff;30.725967;-2.208973;49;13,6;3G;RWA
876add560ffffff;30.53259;-1.2761946;14;33,78;3G;RWA
876addcd4ffffff;30.40585;-1.20985;222;37,86;2G;RWA
876ad8055ffffff;30.300322;-2.1877754;99;22,69;2G;RWA
876ada96cffffff;29.60905;-2.4958198;66;5,27;2G;RWA
876ada809ffffff;29.562328;-2.7156472;43;5,21;2G;RWA
876adea23ffffff;29.360006;-1.7985923;39;11,25;3G;RWA
876ada80affffff;29.525747;-2.734017;22;6,87;3G;RWA
876ade742ffffff;29.150366;-2.4120898;19;9,5;2G;RWA
876ad8131ffffff;30.060774;-1.9946796;667;32,27;2G;RWA
876adaba4ffffff;29.70255;-2.7631392;83;20,55;3G;RWA
876ad8052ffffff;30.274755;-2.2267745;7;18,15;2G;RWA
876ad8b2cffffff;30.477566;-1.6941379;56;18,14;3G;RWA
876ad8890ffffff;29.970167;-1.9097116;108;26,24;2G;RWA
876adc651ffffff;29.842302;-1.6221609;84;5,18;2G;RWA
876ade71cffffff;28.995407;-2.424396;121;6,96;2G;RWA
876ad8563ffffff;29.917963;-2.2491987;115;14,67;3G;RWA
876ade0d9ffffff;29.120121;-2.309713;83;11,42;2G;RWA
876ad8589ffffff;29.742327;-2.4419904;57;7,81;2G;RWA
876ad8812ffffff;30.046898;-1.7930137;125;20,43;2G;RWA
876adeb5dffffff;29.469357;-1.7438614;1;8,93;3G;RWA
876ad8981ffffff;29.967194;-1.7287762;68;9,07;2G;RWA
876ad9da0ffffff;30.747896;-1.9887747;148;31,02;3G;RWA
876ade773ffffff;29.115906;-2.3901672;56;6,93;2G;RWA
876ade3b5ffffff;29.208187;-2.2134044;62;2,6;3G;RWA
876ad88dcffffff;30.182798;-1.9203727;136;27,73;2G;RWA
876adea20ffffff;29.34923;-1.7779596;65;11,38;2G;RWA
876ad8153ffffff;30.222359;-2.0832367;24;24,72;3G;RWA
876adeb05ffffff;29.295374;-1.6748399;259;5,18;2G;RWA
876adea0bffffff;29.426758;-1.8823457;61;6,95;3G;RWA
876ada86dffffff;29.708591;-2.6421819;68;7,81;2G;RWA
876adc601ffffff;29.726305;-1.5762072;79;2,59;2G;RWA
876ad8c00ffffff;29.764349;-1.9999048;60;6,84;3G;RWA
876ade745ffffff;29.176142;-2.373052;58;13,65;2G;RWA
876ada929ffffff;29.47776;-2.509383;133;9,5;2G;RWA
876ad9534ffffff;30.84054;-2.2952058;26;25,13;2G;RWA
876ad8561ffffff;29.930779;-2.2296956;74;15,81;2G;RWA
876ad8183ffffff;30.016518;-2.1735742;70;16,32;2G;RWA
876adc72bffffff;29.687143;-1.4138888;135;11,82;2G;RWA
876ade168ffffff;29.151918;-1.9287537;17;21,53;3G;RWA
876ade21dffffff;29.440666;-2.3057811;40;24,85;3G;RWA
876ad895bffffff;30.21796;-1.6811471;37;22,77;3G;RWA
876ad8418ffffff;29.835052;-2.4870062;80;14,53;3G;RWA
876ade2ebffffff;29.554932;-2.3922074;54;11,29;3G;RWA
876ad8999ffffff;29.976055;-1.7894577;50;14,48;2G;RWA
876ad8520ffffff;29.741518;-2.220186;73;4,54;3G;RWA
876adc689ffffff;29.694685;-1.7351454;48;15,67;3G;RWA
876add49effffff;30.348717;-1.6676316;61;14,36;2G;RWA
876ad830affffff;30.54769;-2.2202444;70;5,2;2G;RWA
876ade775ffffff;29.118013;-2.3499346;84;10,41;2G;RWA
876ad8b1effffff;30.424706;-1.8119314;119;12,98;2G;RWA
876ad8861ffffff;30.288765;-1.6846937;47;19,56;3G;RWA
876adea10ffffff;29.308628;-1.8763741;122;4,53;2G;RWA
876ad8c8dffffff;29.745525;-2.1398287;105;6,84;2G;RWA
876ad8dadffffff;29.661007;-1.9343704;84;2,63;2G;RWA
876ad80e6ffffff;30.214659;-2.2439137;82;11,4;2G;RWA
876ad815effffff;30.245998;-2.084419;25;25,16;2G;RWA
876ad8b05ffffff;30.452084;-1.7329979;75;20,49;3G;RWA
876ade369ffffff;29.582005;-2.0913293;66;17,26;2G;RWA
876ade391ffffff;29.227669;-2.2950056;103;5,2;2G;RWA
876ad8a11ffffff;30.489906;-1.935724;178;2,6;2G;RWA
876ad8c28ffffff;29.813612;-1.9621592;63;12,97;2G;RWA
876addc18ffffff;30.398792;-1.1095631;125;49,03;3G;RWA
876ad8918ffffff;30.04192;-1.6522539;72;11,22;2G;RWA
876adc2deffffff;30.107708;-1.5151881;33;6,89;3G;RWA
876ad8150ffffff;30.2115;-2.0625734;42;26,28;3G;RWA
876ade385ffffff;29.26629;-2.236497;41;5,27;2G;RWA
876ade0cdffffff;29.158772;-2.251201;1;5,27;3G;RWA
876add550ffffff;30.492573;-1.3742397;31;22,03;2G;RWA
876adeaaeffffff;29.293703;-1.9359336;33;6,91;2G;RWA
876ad8895ffffff;29.982962;-1.8902551;194;24,7;2G;RWA
876adc6a4ffffff;29.593494;-1.6296918;76;13,88;3G;RWA
876adc768ffffff;29.841406;-1.4016268;99;24,91;2G;RWA
876ad8db3ffffff;29.55162;-1.9891878;72;11,4;3G;RWA
876adc749ffffff;29.87381;-1.4633555;56;20,45;3G;RWA
876ad8734ffffff;30.08859;-2.3988488;24;11,28;3G;RWA
876ade620ffffff;29.064323;-2.4682596;1;2,6;2G;RWA
876ad8b0cffffff;30.48655;-1.7547909;30;17,86;3G;RWA
876ad856cffffff;29.954437;-2.2308826;66;18,41;2G;RWA
876ada812ffffff;29.41803;-2.7487953;8;15,97;3G;RWA
876adc6e9ffffff;29.85113;-1.6827992;64;2,59;2G;RWA
876ade78dffffff;28.978241;-2.5244448;106;9,5;3G;RWA
876ad810effffff;30.129734;-2.0383627;66;26,86;2G;RWA
876adc624ffffff;29.68313;-1.493836;249;4,53;2G;RWA
876ad80c0ffffff;30.247261;-2.3059864;157;13,18;3G;RWA
876ad8921ffffff;30.047766;-1.5322226;83;2,59;2G;RWA
876ad8a8bffffff;30.495146;-2.0767386;62;11,88;2G;RWA
876adeaf6ffffff;29.35175;-1.9589801;61;6,83;2G;RWA
876ada8e6ffffff;29.523703;-2.7743504;63;11,31;3G;RWA
876add486ffffff;30.339767;-1.6070119;45;9,36;2G;RWA
876ad830bffffff;30.571339;-2.2214212;99;4,55;2G;RWA
876adc675ffffff;29.822674;-1.5409548;44;13,59;2G;RWA
876adab2cffffff;29.850782;-2.6493258;63;13,66;3G;RWA
876ad8512ffffff;29.688166;-2.3384223;96;4,55;3G;RWA
876addc91ffffff;30.275347;-1.2233001;30;38,98;3G;RWA
876ad88eeffffff;30.210272;-1.8413739;52;27,41;2G;RWA
876adeac8ffffff;29.49151;-2.006271;66;18,15;3G;RWA
876ad9dabffffff;30.816938;-2.0324144;0;33,2;3G;RWA
876ad88f3ffffff;30.137484;-1.8779095;79;33,59;2G;RWA
876ad8d19ffffff;29.721087;-1.9172913;42;9,48;3G;RWA
876ad8213ffffff;30.540201;-2.3810515;64;15,57;3G;RWA
876ade6b1ffffff;28.948145;-2.6441078;169;17,03;2G;RWA
876ade75dffffff;29.184834;-2.4340146;38;13,18;2G;RWA
876ad8cd3ffffff;29.80166;-2.2030668;88;2,6;2G;RWA
876ad8198ffffff;30.014559;-2.2137542;60;13,64;2G;RWA
876adc681ffffff;29.636665;-1.7121456;106;15,54;3G;RWA
876ad8cd2ffffff;29.778004;-2.2018774;96;2,6;2G;RWA
876ad8caeffffff;29.700235;-2.0972865;35;4,54;2G;RWA
876ad8071ffffff;30.302233;-2.1476061;70;25,12;2G;RWA
876adc669ffffff;29.940632;-1.5468872;33;11,82;3G;RWA
876ad8365ffffff;30.67148;-2.1056366;78;16,97;3G;RWA
876ad8415ffffff;29.789684;-2.4443712;88;11,42;2G;RWA
876adc261ffffff;30.226316;-1.2608409;20;37,48;3G;RWA
876ad8191ffffff;29.980059;-2.1918838;29;18,18;2G;RWA
876ad8c10ffffff;29.715069;-2.0376596;53;4,54;2G;RWA
876ade684ffffff;28.971842;-2.6453142;80;18,21;2G;RWA
876ad8025ffffff;30.175077;-2.080871;81;22,99;3G;RWA
876adeae4ffffff;29.413918;-1.9017991;42;5,26;2G;RWA
876ad8920ffffff;30.024178;-1.5310379;119;4,53;2G;RWA
876ade2cdffffff;29.565752;-2.4129245;49;8,97;3G;RWA
876ad8375ffffff;30.622353;-2.143437;59;11,26;3G;RWA
876ad81b5ffffff;29.96034;-2.11036;185;19,88;2G;RWA
876ad8010ffffff;30.121975;-2.1989949;182;8,96;2G;RWA
876ad841cffffff;29.824207;-2.4662824;81;13,93;3G;RWA
876ade2e6ffffff;29.462282;-2.3471968;39;19,68;3G;RWA
876add48effffff;30.397804;-1.6299707;143;8,92;2G;RWA
876ad85b2ffffff;29.589428;-2.414118;41;9,35;3G;RWA
876ad9d90ffffff;30.707855;-2.0873277;51;20,74;3G;RWA
876ad8826ffffff;30.07635;-1.6740462;55;13,64;2G;RWA
876ad8d41ffffff;29.87764;-1.8648691;53;20,14;3G;RWA
876ad8955ffffff;30.161852;-1.618152;57;13,6;3G;RWA
876ada870ffffff;29.588068;-2.6765237;47;5,28;2G;RWA
876adeb4affffff;29.49297;-1.7450535;54;9,31;2G;RWA
876ada831ffffff;29.445854;-2.6693487;127;9,51;3G;RWA
876ad8906ffffff;30.00945;-1.590448;116;6,89;2G;RWA
876ade6a4ffffff;28.963196;-2.5842648;98;11,96;2G;RWA
876adc288ffffff;30.015312;-1.4704692;77;10,35;2G;RWA
876ade343ffffff;29.51983;-2.1485922;85;25,34;2G;RWA
876ad8c19ffffff;29.796814;-2.0618942;151;2,6;2G;RWA
876ad8dabffffff;29.658993;-1.9744872;51;5,19;2G;RWA
876ad8933ffffff;29.985857;-1.5892627;65;9,05;2G;RWA
876ad8adcffffff;30.589687;-2.0814486;60;12,96;2G;RWA
876ad8526ffffff;29.717861;-2.2189956;67;6,92;2G;RWA
876adc449ffffff;29.543633;-1.4467219;63;9,06;2G;RWA
876adc74bffffff;29.861029;-1.4827513;52;18,6;2G;RWA
876adc4c5ffffff;29.385199;-1.5389465;144;15,53;3G;RWA
876ad836dffffff;30.729649;-2.1286483;54;18,77;3G;RWA
876ad8cceffffff;29.874609;-2.1664534;98;11,4;2G;RWA
876adc78effffff;29.57192;-1.5884824;59;11,82;2G;RWA
876addc13ffffff;30.351704;-1.1072006;21;49,6;3G;RWA
876adc795ffffff;29.501127;-1.5849106;123;9,3;2G;RWA
876adeae6ffffff;29.401073;-1.9212551;50;4,54;2G;RWA
876ad822affffff;30.614916;-2.3041549;43;4,48;2G;RWA
876add4ebffffff;30.58841;-1.5993947;9;21,51;2G;RWA
876ade359ffffff;29.541447;-2.1899626;46;24,99;2G;RWA
876adc6cdffffff;29.849148;-1.7228434;73;6,82;2G;RWA
876ad8242ffffff;30.731348;-2.350234;12;15,96;2G;RWA
876ad8034ffffff;30.102211;-2.1174724;50;18,11;2G;RWA
876adc26bffffff;30.27153;-1.3031228;49;31,06;3G;RWA
876ad8c5effffff;29.915024;-2.0678344;110;14,65;2G;RWA
876ade31bffffff;29.362999;-2.2010942;77;16,44;3G;RWA
876ad8c0dffffff;29.835257;-2.003471;62;10,38;2G;RWA
876add525ffffff;30.380405;-1.2485684;28;33,63;3G;RWA
876ade305ffffff;29.356339;-2.1000648;58;21,36;2G;RWA
876ad9cb1ffffff;30.798727;-2.172326;38;22,66;3G;RWA
876ad85aaffffff;29.696981;-2.3993638;57;5,2;3G;RWA
876ad8a71ffffff;30.646223;-1.8832387;16;18,94;2G;RWA
876ad8b22ffffff;30.417622;-1.711207;112;18,04;2G;RWA
876ad8b0bffffff;30.50828;-1.7960262;156;13,65;3G;RWA
876ad8159ffffff;30.293278;-2.0867825;122;21,29;2G;RWA
876ada96bffffff;29.63071;-2.5372837;85;9,1;2G;RWA
876ad8419ffffff;29.858736;-2.4881952;131;16,33;3G;RWA
876addcc2ffffff;30.452955;-1.2122113;43;38,03;3G;RWA
876ade350ffffff;29.459679;-2.1656942;18;27,84;3G;RWA
876adeac2ffffff;29.420595;-2.0026896;68;12,97;2G;RWA
876ad8a70ffffff;30.622608;-1.882062;22;16,39;2G;RWA
876ad8324ffffff;30.482388;-2.0962214;77;10,4;2G;RWA
876adeaadffffff;29.330185;-1.9176713;89;2,59;3G;RWA
876ad8430ffffff;29.768007;-2.4029365;101;6,85;2G;RWA
876ad8501ffffff;29.774008;-2.2822683;167;2,6;2G;RWA
876ad8971ffffff;30.163782;-1.5781413;30;12,04;3G;RWA
876ad8af0ffffff;30.533407;-2.0183067;34;12,99;2G;RWA
876ad8008ffffff;30.229372;-2.1842303;6;16,29;2G;RWA
876adea6dffffff;29.585396;-1.7898841;60;14,4;3G;RWA
876ad834cffffff;30.715067;-2.1883004;10;13,6;3G;RWA
876ade360ffffff;29.500265;-2.0670784;49;21,33;2G;RWA
876ad8d99ffffff;29.631319;-2.053563;41;12,06;2G;RWA
876ad8235ffffff;30.533056;-2.279938;54;9,07;2G;RWA
876ad8c54ffffff;29.86972;-2.0253189;78;11,4;2G;RWA
876ade04dffffff;29.248886;-2.1147602;16;13,7;2G;RWA
876ad8434ffffff;29.757172;-2.3822231;77;4,48;2G;RWA
876ad88f4ffffff;30.1158;-1.8366406;62;29,49;2G;RWA
876ade38cffffff;29.300743;-2.2583933;21;9,49;3G;RWA
876ad8b52ffffff;30.542759;-1.8178264;30;12,94;3G;RWA
876ade449ffffff;28.913609;-2.4000583;220;11,3;3G;RWA
876ad8c5cffffff;29.92783;-2.048356;78;16,42;3G;RWA
